gene_40_17_70_0_10_100_59_98_12_84_100_79_68_27_61_31_86_52_29_11_57_52_4_39_23_50_10_30_65_9_8_36_49_43_97_93_30_12_56_53_10_86_61_9_14_38_30_5_40_57_72_14_23_25_47_71_35_7_16_43_5_100_27_71_26_93_7_49_32_56_55_80_49_22_67_70_0_59_28_39_16_31_72_37_81_97_48_34_3_73_15_72_51_35_100_83_85_31_38,8,0.139036,260.276
gene_46_94_69_5_24_0_97_87_31_47_37_87_48_27_64_29_92_17_11_63_21_60_64_47_76_73_54_3_8_10_21_49_16_24_56_23_20_96_16_24_10_58_4_36_41_49_22_35_98_55_17_1_41_40_57_80_35_69_88_77_22_9_72_43_36_77_13_40_31_34_59_11_55_23_43_86_75_0_34_22_2_27_14_67_20_8_30_31_20_51_9_26_41_9_35_19_84_50_31,9,0.151671,248.064
gene_47_27_88_51_68_82_13_44_93_11_71_70_70_94_2_39_1_58_41_21_44_46_66_32_14_36_56_49_15_47_100_76_81_79_22_0_54_96_13_63_14_39_11_32_7_0_18_78_61_22_46_0_45_17_58_67_34_43_32_43_52_31_56_68_36_53_76_16_38_5_55_99_73_27_0_24_78_19_21_23_20_86_80_60_21_58_50_34_100_62_41_57_72_25_30_15_80_76_31,7,0.133736,246.965
gene_42_84_48_41_0_70_13_58_36_40_48_83_72_30_50_32_92_17_47_4_21_60_19_56_25_54_54_41_8_37_13_59_17_79_26_1_20_53_16_29_9_89_65_39_47_38_25_25_78_55_17_1_41_11_57_71_35_15_0_77_65_9_18_47_36_29_96_40_73_32_26_11_25_97_17_87_75_0_27_39_0_38_8_73_15_9_30_43_67_27_100_26_97_64_35_88_83_48_5,4,0.142054,245.114
gene_41_27_67_24_10_70_97_81_40_92_66_92_47_70_59_29_86_22_40_12_35_60_68_47_30_54_7_52_71_45_10_40_37_43_85_88_19_20_90_89_13_46_4_90_39_26_16_29_40_27_17_20_30_17_68_80_79_15_98_42_56_19_33_30_89_2_64_76_40_23_64_12_11_22_65_93_8_1_27_22_2_97_9_28_56_18_47_8_21_35_13_25_59_65_77_18_86_82_33,12,0.133956,236.864
gene_33_27_47_11_10_81_97_58_9_85_46_67_79_93_8_4_86_43_19_33_46_47_0_93_30_69_3_34_77_51_10_37_37_43_84_2_19_98_58_64_16_51_39_90_2_26_21_95_43_23_80_16_30_11_43_98_79_3_100_42_81_19_32_69_5_19_42_76_40_60_64_12_11_9_65_77_94_11_29_16_4_99_6_90_56_33_46_96_30_46_92_25_59_65_77_24_78_6_64,10,0.136265,235.007
gene_27_49_0_22_75_4_26_85_87_85_48_86_47_15_80_94_66_96_35_4_48_10_45_60_19_0_29_47_83_13_13_93_4_3_8_0_21_57_63_44_25_68_97_10_8_57_72_22_49_62_7_3_47_11_43_54_1_71_16_51_52_58_14_47_33_9_8_79_96_63_68_12_20_49_0_97_73_81_24_48_45_55_60_6_16_9_10_35_70_75_9_26_72_71_77_5_99_8_0,10,0.134417,221.455
gene_29_7_0_51_71_80_47_94_1_6_47_64_81_83_77_35_64_66_71_3_42_60_64_68_91_54_49_43_77_37_25_30_35_100_97_70_14_56_75_29_9_35_96_86_8_52_44_20_40_23_44_84_16_31_56_66_71_75_86_76_69_40_32_46_87_18_66_39_85_37_85_23_25_8_10_3_78_63_33_92_0_43_10_28_54_58_2_8_71_43_69_29_34_20_77_64_80_68_36,10,0.128913,220.833
gene_49_6_0_98_6_73_22_87_90_10_59_27_87_24_20_35_8_88_45_34_83_56_54_39_71_95_55_30_74_74_10_34_62_41_7_16_22_96_19_63_25_51_28_39_3_57_34_25_40_70_82_19_47_0_53_67_3_35_87_89_65_36_87_30_29_34_49_81_71_64_84_40_24_22_28_81_87_13_25_99_4_19_12_33_80_34_37_67_22_75_99_51_37_84_42_51_75_9_0,5,0.118999,215.781
gene_44_25_48_12_39_50_49_94_12_84_48_100_56_29_77_85_64_77_50_14_89_42_74_40_39_61_7_47_1_12_12_36_53_43_97_98_30_72_56_53_14_51_66_1_7_57_95_84_96_57_72_70_34_25_47_64_88_75_95_93_5_100_26_32_26_34_11_63_8_51_55_17_57_100_63_74_0_59_34_42_71_30_23_37_81_57_6_41_3_73_13_84_69_42_75_83_65_27_8,14,0.126771,211.124
gene_29_2_27_16_49_11_52_92_56_100_85_11_72_87_73_27_66_54_11_49_17_42_19_23_13_58_16_47_26_12_13_88_13_11_100_100_59_49_57_9_20_62_61_68_71_54_15_84_45_64_87_42_44_12_49_80_88_43_86_21_53_2_3_49_75_53_74_39_38_67_59_52_10_10_61_8_100_56_17_44_63_15_70_25_12_58_48_39_21_35_99_86_10_31_28_88_64_29_10,10,0.123347,205.12
gene_43_53_89_12_51_6_52_88_25_85_13_84_39_27_70_34_98_92_27_21_65_4_38_39_44_52_56_32_5_58_100_28_23_44_84_0_22_15_44_74_6_95_61_53_14_70_21_7_13_57_82_64_50_36_23_13_3_74_100_39_38_21_52_47_30_19_8_95_94_49_35_13_69_22_30_82_86_26_32_74_99_93_68_28_54_97_4_36_75_35_3_74_48_31_40_71_85_76_36,13,0.118984,202.698
gene_90_8_70_11_93_81_97_99_78_85_46_67_60_29_25_29_86_19_19_16_88_47_80_92_30_59_51_7_64_45_10_29_80_43_91_3_20_20_58_90_14_85_50_9_2_26_16_8_42_23_21_20_42_17_16_8_35_3_76_42_81_58_33_83_30_26_1_76_40_77_64_19_91_14_65_70_75_11_31_40_15_97_14_37_56_80_41_8_21_45_13_25_59_25_45_42_83_8_37,11,0.121216,200.21
gene_41_27_3_57_36_11_26_85_56_10_79_13_69_89_61_38_66_54_38_31_100_62_13_23_38_58_4_63_61_56_94_71_16_11_87_10_52_51_41_89_15_62_0_68_22_23_15_15_90_63_87_4_49_23_59_55_84_6_82_81_49_49_88_49_75_57_74_76_38_47_62_73_52_10_2_77_75_56_24_39_65_15_14_31_14_77_48_39_87_28_7_50_12_52_28_51_89_90_10,9,0.106126,198.758
gene_44_86_89_7_51_6_52_0_7_4_75_1_96_67_94_38_98_12_41_50_75_47_0_7_13_19_44_47_26_56_100_50_4_79_97_12_17_56_55_65_11_68_72_18_72_62_68_7_68_70_87_23_99_18_23_8_3_73_44_12_29_56_72_43_79_7_6_7_28_84_44_52_10_0_59_74_84_2_26_63_99_46_33_67_56_99_6_76_11_50_7_88_49_63_77_41_82_61_23,14,0.146882,197.591
gene_52_22_0_0_51_80_21_94_31_21_63_92_86_6_78_39_100_40_36_36_11_98_29_39_84_54_3_34_77_56_12_92_9_40_96_15_78_45_24_41_2_72_90_46_1_52_22_25_78_71_87_0_48_17_21_63_25_15_34_23_54_34_13_24_37_53_69_76_19_26_28_12_80_9_45_24_0_67_24_31_66_19_1_62_80_58_51_38_21_75_11_51_59_35_94_15_77_11_1,5,0.13441,197.467
gene_40_8_45_22_93_76_11_99_77_61_87_34_67_75_15_15_58_11_52_6_46_45_34_34_31_19_51_47_83_17_0_1_80_40_91_85_79_42_92_90_14_66_50_9_9_29_54_8_40_25_8_31_42_17_40_59_8_78_82_43_65_21_59_99_89_9_1_41_40_73_74_19_77_14_26_59_73_3_31_40_15_53_13_6_16_80_41_96_11_41_17_49_94_25_45_7_82_8_0,13,0.11501,196.592
gene_54_60_75_41_81_65_8_87_29_4_38_83_72_27_61_29_92_17_62_4_21_56_1_47_38_54_9_50_8_9_100_71_77_78_56_23_59_53_41_24_9_67_0_10_44_62_30_89_6_42_7_1_41_18_66_53_35_15_86_77_56_61_3_80_36_9_13_39_8_62_59_11_5_23_62_74_75_63_32_91_62_27_13_67_42_60_45_91_70_77_9_26_41_64_35_88_84_63_3,13,0.123338,195.467
gene_25_0_67_16_4_84_11_74_12_65_62_85_83_68_53_32_100_73_46_7_7_67_23_45_25_61_56_42_2_40_77_24_48_18_56_82_14_1_94_85_64_45_98_90_2_60_16_27_39_23_8_0_34_9_31_59_35_74_0_79_55_34_33_47_94_10_7_46_79_47_73_38_34_19_67_86_75_59_32_20_44_14_78_62_34_9_43_68_9_42_66_23_41_65_94_83_24_4_33,10,0.125316,192.66
gene_17_25_11_51_39_50_45_87_40_0_46_91_0_27_29_20_64_77_55_5_31_42_63_59_39_61_46_47_5_16_70_32_76_40_59_0_29_46_77_86_14_69_66_64_64_26_45_84_40_21_66_30_34_14_26_47_35_75_56_41_30_50_87_32_42_80_6_76_24_23_57_65_57_100_21_74_100_55_34_11_30_30_64_4_18_93_36_31_20_35_15_83_47_42_78_70_64_58_44,12,0.111641,182.681
gene_33_6_3_62_36_67_17_85_51_10_75_13_69_79_61_39_66_17_38_31_70_56_13_23_26_50_11_53_59_52_95_22_42_11_84_100_52_46_75_89_15_62_96_68_41_20_21_15_90_63_93_4_49_23_59_80_34_17_82_21_53_49_70_47_33_57_22_76_35_47_59_69_51_10_8_8_75_73_19_44_65_15_10_31_16_58_57_37_3_0_99_50_10_29_56_51_26_90_34,9,0.11914,182.322
gene_48_2_27_16_50_10_52_92_4_7_70_14_67_73_73_27_66_17_11_4_17_81_61_85_13_82_16_47_26_12_13_88_27_77_84_97_77_53_55_39_25_86_5_14_71_49_21_27_100_64_30_42_96_87_26_83_3_7_86_53_36_2_3_49_5_53_94_53_67_77_75_27_20_10_31_78_74_32_22_7_28_14_75_25_17_8_5_43_100_35_6_29_57_31_30_88_88_77_31,9,0.0982091,181.893
gene_43_94_83_51_49_81_16_58_93_0_74_81_72_66_70_55_14_53_45_36_28_65_1_31_87_38_49_68_20_2_10_54_16_13_27_3_10_53_75_61_18_16_0_64_59_26_21_100_61_67_87_97_41_17_30_80_79_15_32_44_35_34_6_97_26_34_58_76_25_58_44_74_73_93_13_24_83_22_26_17_9_63_56_62_13_3_54_34_76_42_25_46_12_74_40_4_77_45_37,8,0.112399,181.417
gene_95_53_0_21_51_73_40_51_4_85_40_96_47_94_80_34_8_96_54_6_100_98_61_39_22_50_81_47_59_74_10_34_4_71_11_85_21_96_22_44_25_46_97_90_3_52_67_25_83_24_82_24_47_28_43_46_2_35_98_89_52_20_18_44_94_75_49_85_71_63_49_12_6_22_25_20_94_81_24_99_4_19_9_6_80_34_92_26_22_75_9_18_60_12_49_51_84_9_0,11,0.105479,180.767
gene_8_5_89_16_97_67_17_63_4_0_66_86_39_65_53_30_100_92_61_7_45_62_23_30_69_36_58_30_1_9_100_23_48_23_93_88_20_10_77_85_25_34_98_9_2_19_16_29_30_24_8_26_47_95_62_6_7_73_1_48_21_28_69_73_89_67_60_35_3_63_71_45_73_2_0_13_70_14_23_99_99_30_78_62_34_9_51_41_7_26_9_29_41_65_99_52_85_4_5,8,0.101455,179.266
gene_44_84_48_70_7_71_13_94_93_40_40_19_47_94_80_32_98_93_59_30_46_52_47_60_22_45_81_47_83_53_10_93_17_79_26_85_21_57_75_29_6_85_97_82_7_41_67_22_78_55_7_19_47_17_43_46_1_15_0_38_52_16_18_99_94_12_96_78_28_76_68_31_26_97_0_65_8_29_24_39_45_98_8_9_29_64_42_43_70_75_100_54_50_57_75_100_83_98_0,8,0.130979,176.281
gene_51_0_5_22_97_70_13_95_14_37_54_6_69_14_31_86_68_7_35_1_8_85_26_39_28_36_79_54_77_10_75_62_39_18_97_89_31_11_75_86_77_98_0_64_0_26_21_18_31_67_16_3_100_17_25_59_70_15_96_91_55_24_72_44_12_11_7_46_79_58_57_76_44_56_4_94_99_17_33_10_4_25_64_65_34_63_43_79_17_54_15_21_97_74_9_0_76_8_33,11,0.110959,175.311
gene_44_68_48_12_9_47_49_87_40_45_32_100_56_27_73_73_64_11_50_4_45_99_9_37_38_54_19_42_30_13_31_41_38_15_10_98_30_72_13_84_25_39_66_18_7_60_45_81_97_64_87_32_35_84_83_77_88_75_93_41_99_65_69_30_80_56_47_35_8_51_48_30_7_100_49_83_100_29_32_92_45_53_21_5_9_93_36_34_15_35_13_2_55_42_75_70_65_65_8,16,0.103371,174.602
gene_41_27_74_39_97_17_13_94_12_84_53_98_69_81_72_85_11_20_77_4_97_42_59_33_19_0_49_55_61_26_16_66_35_23_8_27_16_51_63_87_26_68_7_90_8_96_45_41_78_62_72_2_25_68_47_59_4_74_78_51_56_61_17_47_33_80_24_22_40_62_64_15_20_35_17_78_73_59_29_39_2_55_26_35_16_57_41_34_24_38_41_24_77_35_26_38_99_51_10,11,0.110019,174.45
gene_98_13_69_12_37_92_96_53_49_26_18_79_75_81_53_41_100_17_34_97_58_22_100_7_16_32_5_2_76_10_100_3_4_28_94_100_17_54_59_47_6_38_94_18_51_56_22_35_83_23_47_50_18_12_99_8_40_86_83_35_54_61_72_43_34_32_8_14_3_64_26_72_57_70_17_78_78_17_24_48_45_76_23_67_51_66_6_38_19_69_24_56_72_52_77_41_25_24_3,11,0.138064,173.308
gene_95_53_75_4_51_73_98_88_14_55_59_96_69_29_20_34_57_17_60_58_9_42_0_67_62_46_4_31_56_15_100_34_18_16_7_16_86_71_13_63_25_51_79_31_0_57_67_89_83_0_48_0_47_91_43_98_3_15_98_89_54_22_69_44_36_75_7_46_10_47_22_28_27_14_28_94_94_51_31_99_3_14_71_38_29_34_43_36_15_70_66_98_34_68_77_12_84_58_0,10,0.113586,172.703
gene_98_35_3_41_99_6_96_87_36_4_35_14_73_15_94_39_98_17_60_50_21_60_68_56_24_58_64_2_77_57_43_1_44_28_56_13_29_96_55_58_3_53_90_70_51_56_21_50_9_28_9_0_41_10_32_59_8_6_86_70_62_75_72_43_2_0_12_37_22_77_59_28_57_22_61_66_84_7_23_52_32_27_70_36_20_4_25_34_31_2_7_3_37_64_97_100_81_76_37,11,0.108883,170.166
gene_95_0_41_24_99_27_9_98_12_92_33_92_72_66_49_41_13_89_41_97_91_60_74_47_19_45_49_50_58_43_13_49_90_73_94_98_19_98_90_89_14_46_0_25_54_71_80_100_2_27_17_2_46_19_30_64_0_15_4_83_35_2_11_30_94_34_67_38_40_23_59_12_22_21_5_78_83_3_27_22_99_49_68_28_29_8_41_31_71_35_98_24_58_67_100_41_84_82_33,6,0.109509,169.362
gene_90_6_87_93_50_73_14_11_1_83_74_96_72_29_20_74_8_89_41_34_32_60_64_43_24_41_18_2_21_52_64_41_80_44_97_81_24_96_37_44_25_53_90_90_3_18_69_25_83_28_82_3_47_91_43_59_4_78_98_70_72_60_69_44_91_75_49_73_44_63_36_28_17_89_28_81_23_17_24_52_45_53_18_38_80_34_37_34_31_57_12_57_60_60_77_51_81_0_4,13,0.0978482,166.491
gene_21_29_87_93_9_32_9_8_1_92_32_98_73_85_69_74_100_28_38_4_32_60_45_35_20_54_18_2_24_35_31_41_32_40_24_85_78_19_10_41_60_57_39_91_4_60_45_50_97_64_19_32_45_70_43_77_29_78_90_70_99_75_70_99_80_54_95_93_44_51_36_40_11_19_49_83_38_19_57_93_45_53_13_100_15_9_45_34_17_2_13_57_51_60_39_11_81_0_4,8,0.112578,165.958
gene_95_27_80_51_43_73_40_87_52_74_59_96_72_29_66_27_8_93_45_4_100_56_64_23_71_58_15_25_59_74_100_34_77_44_31_16_59_97_41_63_20_51_90_90_3_57_15_20_83_78_87_42_44_23_46_80_34_6_98_21_72_22_88_47_75_75_74_73_71_67_61_28_49_22_4_8_6_56_24_44_65_15_10_84_80_58_48_39_22_75_99_86_60_12_28_51_84_24_0,10,0.105694,163.994
gene_25_17_70_16_10_27_12_63_12_84_33_79_74_72_53_30_11_92_49_97_6_62_23_31_34_61_49_25_1_36_49_66_62_73_94_3_20_10_56_85_23_34_98_9_54_57_16_27_43_24_8_2_34_9_31_59_35_15_56_45_52_34_33_88_89_34_60_35_8_23_56_28_76_0_44_31_70_2_23_87_44_30_78_74_34_8_41_36_71_38_10_23_57_67_99_39_32_4_34,9,0.110774,162.871
gene_48_5_27_18_49_46_27_75_82_0_84_100_56_10_73_32_0_17_11_49_17_42_59_30_19_61_65_47_26_54_13_2_27_81_15_0_22_49_55_52_6_51_61_10_8_49_52_84_36_89_91_6_47_12_32_12_88_9_86_53_26_61_3_47_54_69_6_20_67_77_75_40_10_44_61_78_18_59_28_7_61_24_17_25_12_3_5_37_21_27_100_74_76_24_28_88_68_63_31,9,0.100321,162.852
gene_32_27_3_91_45_71_13_92_36_30_78_93_39_27_75_35_98_52_45_6_59_41_59_3_31_51_48_30_77_12_77_27_87_100_30_3_30_86_11_89_11_78_6_9_14_52_30_16_40_42_49_22_35_18_62_60_35_7_20_43_56_2_96_99_75_25_7_49_85_65_29_27_49_22_64_83_75_67_45_74_16_27_72_36_20_8_41_38_17_57_7_86_48_29_5_39_85_57_38,5,0.087046,162.086
gene_40_33_2_12_36_50_96_55_36_45_72_83_22_32_53_20_64_12_47_5_100_42_9_40_88_55_7_47_8_77_14_24_53_29_18_16_53_72_17_89_48_39_0_39_54_60_21_84_75_100_97_28_100_84_26_56_35_75_20_41_35_33_58_32_36_34_59_76_8_51_36_30_14_100_63_74_75_90_47_90_31_22_21_5_9_93_45_35_15_47_32_84_97_42_35_88_66_21_31,8,0.108356,158.878
gene_97_17_70_51_4_27_12_98_12_3_33_85_74_72_53_41_11_8_60_6_89_56_74_31_19_27_49_30_58_37_13_24_18_98_94_17_17_1_94_53_64_38_0_69_0_60_73_25_29_78_73_0_100_19_30_64_0_15_100_79_46_33_19_47_27_34_13_46_40_23_61_12_22_0_67_86_83_3_32_89_3_14_68_74_81_56_43_68_71_75_36_98_58_65_100_34_32_14_33,15,0.111633,157.789
gene_88_7_70_56_97_70_9_59_93_8_18_97_93_73_55_59_66_17_55_34_89_52_1_22_43_58_51_93_71_51_100_71_87_24_84_86_17_44_41_89_9_89_94_74_11_62_95_29_39_57_61_65_25_97_45_86_3_77_78_78_65_55_16_35_33_57_77_19_96_71_54_19_24_43_26_3_0_56_28_35_31_59_36_75_64_92_8_34_71_47_16_38_45_56_78_36_72_66_8,14,0.119208,157.6
gene_27_93_0_12_12_30_47_0_98_4_42_24_93_20_54_38_80_25_13_47_97_55_30_26_35_19_44_30_71_33_100_48_76_79_84_80_17_31_77_88_15_100_0_17_98_43_68_0_34_27_87_30_49_18_45_64_67_7_98_12_34_20_18_75_61_7_45_75_33_83_62_22_7_0_59_25_22_63_24_24_6_28_9_28_18_8_47_37_11_45_7_53_60_17_100_34_24_8_0,15,0.109593,148.999
