,round,alpha,beta,give,keep,steal,p0,p1,p2,p3,p4,p5,p6,p7,0-T-0,0-T-1,0-T-2,0-T-3,0-T-4,0-T-5,0-T-6,0-T-7,1-T-0,1-T-1,1-T-2,1-T-3,1-T-4,1-T-5,1-T-6,1-T-7,2-T-0,2-T-1,2-T-2,2-T-3,2-T-4,2-T-5,2-T-6,2-T-7,3-T-0,3-T-1,3-T-2,3-T-3,3-T-4,3-T-5,3-T-6,3-T-7,4-T-0,4-T-1,4-T-2,4-T-3,4-T-4,4-T-5,4-T-6,4-T-7,5-T-0,5-T-1,5-T-2,5-T-3,5-T-4,5-T-5,5-T-6,5-T-7,6-T-0,6-T-1,6-T-2,6-T-3,6-T-4,6-T-5,6-T-6,6-T-7,7-T-0,7-T-1,7-T-2,7-T-3,7-T-4,7-T-5,7-T-6,7-T-7,0-I-0,0-I-1,0-I-2,0-I-3,0-I-4,0-I-5,0-I-6,0-I-7,1-I-0,1-I-1,1-I-2,1-I-3,1-I-4,1-I-5,1-I-6,1-I-7,2-I-0,2-I-1,2-I-2,2-I-3,2-I-4,2-I-5,2-I-6,2-I-7,3-I-0,3-I-1,3-I-2,3-I-3,3-I-4,3-I-5,3-I-6,3-I-7,4-I-0,4-I-1,4-I-2,4-I-3,4-I-4,4-I-5,4-I-6,4-I-7,5-I-0,5-I-1,5-I-2,5-I-3,5-I-4,5-I-5,5-I-6,5-I-7,6-I-0,6-I-1,6-I-2,6-I-3,6-I-4,6-I-5,6-I-6,6-I-7,7-I-0,7-I-1,7-I-2,7-I-3,7-I-4,7-I-5,7-I-6,7-I-7,pid0,pid1,pid2,pid3,pid4,pid5,pid6,pid7
10,10,0.2,0.5,1.3,0.95,1.6,178.36730026003355,172.22785324278092,97.89102253270686,137.96887174876747,157.86238243540572,167.77729786190338,142.5167894316823,128.86535519454478,4,0,0,0,2,8,0,2,0,4,0,8,0,0,4,0,0,0,16,0,0,0,0,0,0,12,0,4,0,0,0,0,2,0,0,0,2,8,0,4,8,0,0,0,8,0,0,0,0,4,2,2,0,0,6,2,6,0,0,0,6,0,4,0,33.60415737376111,1.1328570531539175,0.0,0.0,26.55105709712336,87.80697029025322,0.9084484564137796,32.64191611124761,0.0,34.64945114107873,0.0,100.46875914905782,0.0,1.7352406304611834,35.071558568690946,1.7691682049081259,0.0,0.37761901771797246,51.92984915107742,0.0,0.0,0.0,29.910099772668588,8.11428189109241,0.0,85.75444112980932,0.46201533182388677,34.20919588871487,0.0,0.0,11.680663712056647,3.3727389775384204,21.421003178867593,0.0,2.6031774088996333,0.0,20.852453213322807,84.68530026621164,0.4542242282068898,31.513044964826857,92.77086732917063,0.0,0.0,0.0,78.71789197859208,0.0,0.0,3.325859928491482,1.154580761190506,41.50780956131078,22.902579225610673,0.5559964585455494,0.0,0.0,42.76369903911635,24.080459442111174,22.607457949369543,0.6372848494935965,13.2860241602831,2.6328254665137942,27.10026023212282,3.7960794197011363,19.506248684509213,24.933688020068548,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
11,11,0.2,0.5,1.3,0.95,1.6,191.23534097395304,182.28411228619683,98.9217844245564,144.06898963194317,170.11913785233543,183.40455382825417,141.55505907988504,123.08980337406174,4,0,0,0,2,8,0,2,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,10,0,4,0,0,2,0,4,0,0,0,2,6,0,4,8,0,0,0,8,0,0,0,0,4,2,2,0,0,6,2,6,0,0,0,6,0,4,0,36.350697059332255,0.9133538276316293,0.0,0.0,32.6648674897736,95.77178208569103,0.7100282031243547,37.04492313801519,0.0,36.586108999593655,0.0,103.8219351665438,0.0,1.4233787241838294,36.60315589596451,1.3586248291220917,0.0,0.30445127587720977,50.3171649849197,0.0,0.0,0.0,27.9757117515635,6.232036914110677,0.0,92.81448685539763,0.3647436792580936,34.22272178725344,0.0,0.0,13.725230982847656,2.5890604910980657,23.59594656125855,0.0,2.0519471783084455,0.0,21.01178351408755,93.21093741157989,0.35501410156217733,36.17620201021049,100.13660704300759,0.0,0.0,0.0,80.64178954859517,0.0,0.0,2.5545745161389406,0.937641345437386,45.3047290367916,27.70420724412836,5.127238420117022,0.0,0.0,43.50039455094755,26.4794277525343,24.558982451765747,0.5137857776248101,13.689772013820674,2.107228419828098,33.10734340649592,3.1099471387165343,19.84228523376555,19.139117937867777,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
12,12,0.2,0.5,1.3,0.95,1.6,210.32759947716806,186.66515128900787,91.70131260007109,150.58819146945487,183.2737784506071,190.2049187813417,155.9255860235562,122.94041005348512,2,0,0,0,6,8,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,12,0,4,0,0,0,0,4,0,0,0,2,6,0,4,8,0,0,0,7,0,0,1,0,4,2,2,0,0,6,2,6,0,3,0,6,0,0,1,34.84749504414685,0.7223280528074011,0.0,0.0,38.45058027692663,101.00636985194606,0.5820983485831185,40.98541414374894,0.0,37.81641888939295,0.0,112.38820190320887,0.0,1.133368815296718,40.16378533927994,1.0646377271299805,0.0,0.24077601760246703,46.78182740369494,0.0,0.0,0.0,28.010768510866086,10.877148189004675,0.0,97.71032982752793,0.27810427599147963,34.519955465769954,0.0,0.0,16.330166468629884,2.0284077358026127,39.88341579070247,0.0,1.5555240332029578,0.0,21.426913824428663,95.87649197383772,0.29104917429155924,40.30393189997285,109.57782597905462,0.0,0.0,0.0,83.38896537320723,0.0,0.0,2.002003421755529,0.7714264177374863,47.98141077574806,29.926155075452847,4.100081033019644,0.0,0.0,46.79363910552002,20.730258756935008,20.168057294192774,0.40635015452540757,13.352614038104482,1.6850719272693764,38.80688975073216,5.567708305861873,21.344466960412646,16.454086684760547,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
13,13,0.2,0.5,1.3,0.95,1.6,222.09184385703898,198.06397081318846,91.40807826004817,156.36452191260187,204.83488483531622,200.46635291289738,155.80052930329308,123.28280325473926,2,0,0,0,6,8,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,10,0,4,0,0,2,0,4,0,0,0,2,6,0,4,9,0,0,0,7,0,0,0,0,4,2,2,0,0,6,2,-8,0,0,0,0,-8,0,0,33.277796842597425,0.582029858043151,0.0,0.0,45.152975933793314,110.39515793658188,0.4554588033113836,21.290283186153992,0.0,39.86802046590631,0.0,114.95447371999785,0.0,0.909949921228966,41.53131584305564,0.8358467455546941,0.0,0.19400995268105037,45.290625529417525,0.0,0.0,0.0,26.97112013390187,8.527954423976002,0.0,104.4500181653168,0.21839800266452639,34.93166299898292,0.0,0.0,17.830093370625345,1.5921990180688326,53.70076458649132,0.0,1.2187459948941743,0.0,22.61737639412137,99.76199951766846,0.2277294016556918,31.596288110515083,116.92534037382906,0.0,0.0,0.0,89.0409566454793,0.0,0.0,-18.15332893341827,0.6201252589455358,51.52188705584662,32.330245124564414,8.34842480339573,0.0,0.0,47.69130673553215,16.26120866726681,16.207374101755,0.3274137080582808,13.422788787445466,1.342450331355045,45.44236468776542,4.469152013237,21.753929388137482,43.47946478026341,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
14,14,0.2,0.5,1.3,0.95,1.6,215.55174907158516,202.49765320684747,85.38175655108044,163.42041806676247,213.52095051645009,192.2110145969941,161.17124415665526,150.84298430912114,16,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,10,0,4,0,0,2,0,6,0,0,0,4,6,0,0,8,0,0,0,8,0,0,0,0,4,2,2,0,0,6,2,-4,0,0,0,4,-4,0,4,66.85209470499856,0.4652586293187832,0.0,0.0,57.28401001018993,110.46745577848822,0.36613658683082007,17.632153310590564,0.0,41.489454137673455,0.0,119.46056086936386,0.0,0.7029252980085743,43.8689472678256,0.7248295811985229,0.0,0.15508620977292775,42.89817532307591,0.0,0.0,0.0,26.92267513599248,7.437440580750966,0.0,109.82298117449469,0.16902429961330717,35.99256310906403,0.0,0.0,19.57462605743978,1.3818169710431003,41.82090266197004,0.0,0.9392144087785914,0.0,28.411304409454658,102.23495847923249,0.18306829341541003,37.37152112844277,91.01596063547754,0.0,0.0,0.0,92.73577413690113,0.0,0.0,-28.023781316095246,0.48143002839158844,54.34935395460866,33.1473563398113,12.059051728727905,0.0,0.0,49.82866192755512,14.152291885353632,12.60737851141251,0.26172643722213407,13.088258889733357,1.0851680430657973,36.69822257499084,3.460062504168688,22.728863335376023,58.16576304057213,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
15,15,0.2,0.5,1.3,0.95,1.6,256.58554622930006,209.7651543629532,80.93181445847549,170.4594488205381,214.47940659017715,159.24639066516662,167.53658307333143,151.61388054542465,12,0,0,0,4,0,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,10,0,4,0,0,2,0,6,0,0,0,4,6,0,0,8,0,0,0,8,0,0,0,0,4,2,2,0,0,6,2,0,0,0,0,0,0,10,6,94.58182322625686,0.3755745977691136,0.0,0.0,66.40510941544447,100.96292016738442,0.29571704295080237,14.507859648982148,0.0,43.43757345433022,0.0,124.40376596828145,0.0,0.5072045344251505,46.33637833944048,0.576166936794637,0.0,0.12519153258970458,40.94397495716,0.0,0.0,0.0,27.1965646890126,5.909459425324671,0.0,115.87369723464893,0.1319215195163009,37.23188722065135,0.0,0.0,21.26222893428347,1.0983396924169495,52.92967689241982,0.0,0.7306470219678705,0.0,32.74918897323414,94.98043835527355,0.14785852147540118,29.69380615860805,79.00310668162791,0.0,0.0,0.0,94.55083299793783,0.0,0.0,-22.259814663901597,0.421119520084041,57.483810970948625,33.573713831492604,15.302642969467946,0.0,0.0,52.19815970238727,35.883819335503915,10.965098845180211,0.2112669225024651,12.777552116752453,0.8786436233353492,29.14102569479296,2.514206040205794,23.80968688179069,56.51695885658385,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
16,16,0.2,0.5,1.3,0.95,1.6,279.9437538658944,218.0758390003785,76.98994037119354,178.41282436862355,214.0463656900854,154.10887478277073,197.67801609699097,139.62918874825033,8,0,0,0,4,4,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,12,0,4,0,0,0,0,4,0,2,0,4,6,0,0,0,0,0,0,6,0,0,-10,0,4,2,2,0,0,6,2,-5,0,0,0,0,0,5,6,104.4469741052391,0.3013123895409054,0.0,0.0,66.08691281628711,78.4216796361895,0.2524627594799199,11.412054331663906,0.0,45.20092534627119,0.0,134.91634415460268,0.0,0.3934196977621106,52.52004835273268,0.4371407246405779,0.0,0.1004374631803018,38.91112935582372,0.0,6.956506884927776,0.0,29.696714939335635,4.46694686540088,0.0,121.29464500221877,0.10270951821012114,38.440073384016415,0.0,0.0,24.632929382741498,0.8328854807639161,61.75883050273865,0.0,0.5667480458373255,0.0,35.89382698614651,88.7964262700775,0.12623137973995996,22.445855832646156,83.28643095636686,0.0,0.0,0.0,95.13544911433746,14.066272306764109,0.0,-16.783144281127736,0.3478655186556313,60.284049637258356,33.3964529704035,12.31651388571879,0.0,0.0,58.7694043115355,38.4881998402272,9.040169737189848,0.16949102188559237,12.362620288756872,0.7072599243290079,22.88460082177595,-12.1117387441608,26.807096703507423,52.205682933429195,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
17,17,0.2,0.5,1.3,0.95,1.6,263.17319585208566,235.7196780896945,82.38353532235357,187.55504258163594,211.8397188308713,177.95680791002596,205.8542859774842,114.31698250039834,8,0,0,0,4,4,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,12,0,4,0,0,0,0,6,0,2,0,2,6,0,0,4,0,0,0,6,0,0,-6,0,4,2,2,0,0,6,2,0,0,0,0,0,0,0,16,105.34926694100811,0.2497600806583202,0.0,0.0,72.8975025885874,78.11184784868642,0.20478447691628554,8.559308728289524,0.0,48.574794402140014,0.0,146.52694417024543,0.0,0.3347460012549618,55.99791601688146,0.3199496157130295,0.0,0.08325336021944003,39.709573475145504,0.0,12.384223984890497,0.0,30.786212420706892,3.247541400069258,0.0,130.94274217856156,0.08361171164372054,40.235768269034686,0.0,0.0,26.679158165771504,0.6090333358621871,64.62654081352697,0.0,0.4624733067581338,0.0,33.40393138169854,92.81281579287634,0.10239223845814277,16.31899144491116,81.10301030969758,0.0,0.0,0.0,95.8494550857528,14.258014401868628,0.0,-12.144686503506158,0.26606366767932904,65.17214441407182,35.41152415635085,10.038898040283684,0.0,0.0,62.354965472767816,27.961780055618853,6.933280544110324,0.14047016017814348,12.807920563039016,0.5766522915506025,18.084665029123176,-12.602260689680893,28.44261582968357,59.34855917528617,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
18,18,0.2,0.5,1.3,0.95,1.6,267.1739105150943,253.55579005718312,88.01224449197979,200.35175351182187,209.52858482917748,180.86723314476103,203.00681565772058,115.53334275423832,6,0,0,0,4,6,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,8,0,0,12,0,4,0,0,0,0,6,0,2,0,2,6,0,0,5,0,0,0,6,0,0,-5,0,4,2,2,0,0,6,2,0,0,0,0,0,-16,0,0,102.84309683253692,0.2051687200720005,0.0,0.0,77.6907953480445,76.89202871934899,0.160501027252743,6.808405910054503,0.0,51.86734900850611,0.0,158.72080763578083,0.0,0.26649834186169935,57.072524707966146,0.2544118580194303,0.0,0.0683895733573335,40.72233122091872,0.0,16.537352322615234,0.0,30.721264769751656,2.5810785260245095,0.0,140.31168164564406,0.06778169217994426,42.37251005808431,0.0,0.0,27.50184562330026,0.48424805744104704,68.77917841150588,0.0,0.37558610366749845,0.0,31.213487717822026,91.52889295581969,0.0802505136263715,12.970024281224173,90.55938966669622,0.0,0.0,0.0,95.70661696045958,29.448805237615566,0.0,-46.61975687116285,0.21147134238833853,69.9111614704145,40.31066174675715,8.199872833528934,0.0,0.0,63.32282729411671,22.22231224684912,5.512908943047182,0.11537787861967275,10.43846181165316,0.47117730409767644,14.198956093009109,-28.130180354492232,28.884096660474295,84.10932031242392,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
19,19,0.2,0.5,1.3,0.95,1.6,266.0411484380682,269.6227434328928,92.07156829342601,212.17921895740818,206.3885718644242,170.53620687436708,205.6194588148133,117.04127052959133,4,0,0,0,6,6,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,8,0,0,10,0,4,0,0,2,0,6,0,2,0,2,6,0,0,4,0,0,0,4,0,0,-8,0,4,2,2,0,0,6,2,0,0,0,0,0,0,0,16,94.15931916010997,0.16869151492222612,0.0,0.0,81.3995800647438,70.54047950565445,0.12831914052524956,5.4229195237625065,0.0,55.35385462064437,0.0,164.35238186935894,0.0,0.20590676474840955,58.99403359200374,0.203444691193907,0.0,0.05623050497407538,41.81282428524055,0.0,19.75017545391141,0.0,31.24391866774432,2.0639339950883984,0.0,150.1461904621168,0.05480073236601414,44.75023318059656,0.0,0.0,28.670009442166656,0.3872352683051734,80.4616358575335,0.0,0.30408462756425386,0.0,29.520326571850834,81.81354843872947,0.06415957026262478,10.371353607432793,97.71351304044937,0.0,0.0,0.0,95.60234523341269,22.428972508800896,0.0,-37.27623307729102,0.16738392643457,74.87284845686258,44.71024758852282,13.608802171714258,0.0,0.0,65.27620291850045,17.769790552724217,4.366504879048657,0.09485378052667044,8.474653785298171,0.38588186770254534,11.19599634521981,-21.40764444196157,29.77511010317565,89.51240655618686,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
20,20,0.2,0.5,1.3,0.95,1.6,252.97223041432508,280.2625430425562,96.08000441156561,225.16139059015802,203.6880301779803,179.6215192099788,217.5581971193657,123.55068437980364,4,0,0,0,6,6,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,8,0,0,10,0,4,0,0,2,0,6,0,2,0,2,6,0,0,8,0,0,0,8,0,0,0,0,4,2,2,0,0,6,2,0,0,4,0,0,0,4,8,84.60117757909654,0.1360184068132361,0.0,0.0,83.78218075428823,80.4909226622586,0.10430032411438424,4.29269356698832,0.0,57.910987121846716,0.0,170.44674786812254,0.0,0.16680898342774572,62.094880785071965,0.16459863728209895,0.0,0.045339468937745334,42.862644626339566,0.0,22.127727482425016,0.0,32.467116452972014,9.702128176523726,0.0,157.40602210587176,0.04410408870513375,47.14209729557286,0.0,0.0,30.375240567948648,0.31333461175929433,86.69761331259177,0.0,0.2449235836608081,0.0,28.020647991741523,89.63408006159965,0.05215016205719212,8.398486737048161,99.95523457365603,0.0,0.0,0.0,94.93028359405325,18.187325282832013,0.0,-30.246360730544666,0.1282466407683512,78.54176088630966,48.56788811467118,18.40079754371351,0.0,0.0,68.56096377551306,22.421781323065247,3.3548683732459765,0.07647949050624285,6.836457619481216,0.3145616997189517,8.790350148258659,-17.36067009649277,31.273422073041054,84.4508486033748,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
21,21,0.2,0.5,1.3,0.95,1.6,254.3296304972448,291.70636059943655,108.12729341088355,236.20313587354318,213.97023905238458,183.7488199236821,237.5437754877265,118.6586551148196,4,0,0,0,6,6,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,12,0,4,0,0,0,0,6,0,2,0,2,6,0,0,6,0,0,0,6,0,0,-4,0,4,2,2,0,0,6,2,-4,-4,4,0,0,0,4,0,78.62859054448046,0.1087788792676969,0.0,0.0,88.16965148794776,81.76147751582727,0.08551730936165436,3.3526234374595725,0.0,60.17123733679374,0.0,182.9388889620747,0.0,0.13232438393276258,66.34779635969873,0.12764705412288033,0.0,0.03625962642256565,45.924733658345886,0.0,24.731185541452103,0.0,34.33761216473168,15.18046303410265,0.0,163.8096922255426,0.03627158562813946,49.07753020355923,0.0,0.0,32.62276203413042,0.24290889455316897,92.99016542157108,0.0,0.20214954856066708,0.0,27.592116533153828,89.00880342262595,0.04275865468082718,6.496938408886773,103.40456363002058,0.0,0.0,0.0,97.12617345511308,29.24979162555786,0.0,-23.266456289164935,0.10060218471107232,81.7758814067635,50.95961488172456,14.776275965105377,0.0,0.0,73.1334370364268,25.01714733609576,2.6351362748788905,0.06116351999114672,9.196096414321813,0.25267158841515486,7.061851886733265,-28.59363684396301,33.35911163065083,64.96237431619028,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
22,22,0.2,0.5,1.3,0.95,1.6,252.8445089372928,310.4557638595712,120.94812378800326,246.52703470636192,217.07080175242749,207.25194218447496,246.5008285737755,89.67263855016674,16,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,10,0,4,0,0,2,0,6,0,2,0,2,6,0,0,7,0,0,0,7,0,0,-2,0,4,2,2,0,0,6,2,0,0,3,0,0,0,3,10,109.93595470078236,0.0887950775726414,0.0,0.0,91.2280775710561,92.01976196276553,0.06873319152169105,2.5215093228454513,0.0,63.74851867556359,0.0,187.5282847437782,0.0,0.11067211318252385,69.34497974055104,0.0919740200679894,0.0,0.029598359190880465,49.867586667005625,0.0,26.706479354886653,0.0,35.60776189538649,14.957709372719318,0.0,173.76015246930248,0.02994442816477997,51.2717019487484,0.0,0.0,34.22952436527892,0.17480699946666325,73.19064779082345,0.0,0.1675460155015991,0.0,27.082196367143812,98.10565829331591,0.034366595760845525,4.639402586921881,81.37907860743222,0.0,0.0,0.0,98.34499931500488,25.155224137413793,0.0,-16.27181552255932,0.0789925451113974,86.77515320254165,54.39529263411014,19.92328381171673,0.0,0.0,76.33909471100424,21.974080872320968,2.0717147746805735,0.0499230499148227,11.610308598079968,0.2037932988561209,5.611936700823831,-24.608143145347363,34.82134144712474,56.03699680222937,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
23,23,0.2,0.5,1.3,0.95,1.6,296.45312763690254,321.41472510350206,127.75943145954767,260.05642602131996,203.8101134598262,189.1977823476503,260.07619358716386,86.38816733672077,2,0,0,0,6,8,0,0,0,4,0,8,0,0,4,0,0,0,8,0,0,0,6,2,0,12,0,4,0,0,0,0,6,0,2,0,2,6,0,0,6,0,0,0,8,0,0,-2,0,4,2,2,0,0,6,2,0,0,0,0,0,0,0,16,100.78069940217324,0.07117691822886514,0.0,0.0,89.64090987944941,87.7959553687734,0.05563953383738144,2.0555157782621554,0.0,66.35442577801759,0.0,202.46537931339984,0.0,0.08349726669809598,73.02441599505522,0.07208744081502315,0.0,0.023725639409621718,52.52608699242158,0.0,27.042995083767057,0.0,37.269219780212794,11.620949181434694,0.0,181.0329000827062,0.024174034760659213,53.84334892019163,0.0,0.0,36.1536303720561,0.1369748673586587,91.24060002179867,0.0,0.1354098423903615,0.0,25.557766364611176,98.51192980470277,0.02781976691869072,3.629437832325019,107.87670550192203,0.0,0.0,0.0,95.08373833697499,18.810355205079613,0.0,-12.673121093372869,0.06788406452035206,90.43237240550529,56.51704292880916,16.121064435942333,0.0,0.0,80.31010913981316,17.108603197635084,1.7719902324715062,0.040017313695372536,13.553720707165681,0.165072935757569,4.294650150714372,-18.39589644804173,36.63268136202005,59.93079693690301,Bot,Bot,Bot,Bot,Bot,Human,Human,Bot
